Sex,Age,Height,Weight,Sport,Medal
M,27,185,65,Athlétisme,L
M,27,185,65,Athlétisme,L
M,27,185,65,Athlétisme,L
M,27,183,65,Athlétisme,L
M,27,183,65,Athlétisme,L
M,27,182,65,Athlétisme,L
M,27,182,65,Athlétisme,L
M,27,182,65,Athlétisme,L
M,27,182,65,Athlétisme,L
F,27,181,65,Athlétisme,L
M,27,181,65,Athlétisme,L
M,27,181,65,Athlétisme,L
M,27,180,65,Athlétisme,L
M,27,180,65,Athlétisme,L
M,27,180,65,Athlétisme,L
M,27,180,65,Athlétisme,L
M,27,179,65,Athlétisme,L
M,27,179,65,Athlétisme,L
M,27,178,65,Athlétisme,L
F,27,178,65,Athlétisme,L
M,27,178,65,Athlétisme,L
M,27,178,65,Athlétisme,L
M,27,178,65,Athlétisme,L
M,27,178,65,Athlétisme,L
M,27,178,65,Athlétisme,L
M,27,178,65,Athlétisme,L
F,27,178,65,Athlétisme,L
F,27,178,65,Athlétisme,L
M,27,178,65,Athlétisme,L
F,27,177,65,Athlétisme,L
M,27,177,65,Athlétisme,L
M,27,177,65,Athlétisme,L
M,27,177,65,Athlétisme,G
M,27,177,65,Athlétisme,L
F,27,176,65,Athlétisme,L
M,27,176,65,Athlétisme,L
M,27,175,65,Athlétisme,G
M,27,175,65,Athlétisme,L
M,27,175,65,Athlétisme,L
F,27,175,65,Athlétisme,L
M,27,175,65,Athlétisme,L
M,27,175,65,Athlétisme,L
M,27,175,65,Athlétisme,L
M,27,175,65,Athlétisme,G
F,27,175,65,Athlétisme,L
F,27,175,65,Athlétisme,G
M,27,175,65,Athlétisme,L
M,27,175,65,Athlétisme,L
F,27,174,65,Athlétisme,G
M,27,174,65,Athlétisme,L
F,27,173,65,Athlétisme,L
F,27,173,65,Athlétisme,L
M,27,172,65,Athlétisme,L
M,27,172,65,Athlétisme,L
M,27,172,65,Athlétisme,L
F,27,170,65,Athlétisme,G
M,27,170,65,Athlétisme,L
M,27,170,65,Athlétisme,L
F,27,169,65,Athlétisme,L
F,27,169,65,Athlétisme,L
M,27,169,65,Athlétisme,G
M,27,169,65,Athlétisme,G
M,27,169,65,Athlétisme,L
M,27,168,65,Athlétisme,L
M,27,168,65,Athlétisme,L
M,27,168,65,Athlétisme,L
M,27,167,65,Athlétisme,L
F,27,166,65,Athlétisme,L
F,27,166,65,Athlétisme,L
M,27,165,65,Athlétisme,L
M,27,165,65,Athlétisme,L
F,27,162,65,Athlétisme,L
F,27,162,65,Athlétisme,L
F,27,160,65,Athlétisme,L
M,27,191,66,Athlétisme,L
F,27,186,66,Athlétisme,L
M,27,184,66,Athlétisme,L
M,27,184,66,Athlétisme,L
M,27,184,66,Athlétisme,G
M,27,183,66,Athlétisme,L
M,27,183,66,Athlétisme,L
M,27,182,66,Athlétisme,L
M,27,182,66,Athlétisme,L
M,27,181,66,Athlétisme,L
M,27,181,66,Athlétisme,G
M,27,181,66,Athlétisme,L
M,27,180,66,Athlétisme,L
M,27,180,66,Athlétisme,L
M,27,180,66,Athlétisme,L
M,27,180,66,Athlétisme,L
M,27,180,66,Athlétisme,L
M,27,180,66,Athlétisme,L
M,27,179,66,Athlétisme,L
M,27,178,66,Athlétisme,L
M,27,178,66,Athlétisme,L
F,27,178,66,Athlétisme,L
M,27,178,66,Athlétisme,L
M,27,178,66,Athlétisme,L
F,27,178,66,Athlétisme,L
F,27,178,66,Athlétisme,G
M,27,178,66,Athlétisme,L
M,27,178,66,Athlétisme,L
M,27,177,66,Athlétisme,L
M,27,177,66,Athlétisme,L
M,27,176,66,Athlétisme,L
F,27,176,66,Athlétisme,L
M,27,176,66,Athlétisme,G
M,27,176,66,Athlétisme,L
M,27,175,66,Athlétisme,L
F,27,175,66,Athlétisme,L
M,27,175,66,Athlétisme,L
M,27,175,66,Athlétisme,L
M,27,175,66,Athlétisme,L
M,27,175,66,Athlétisme,L
M,27,174,66,Athlétisme,G
M,27,174,66,Athlétisme,L
M,27,174,66,Athlétisme,L
F,27,173,66,Athlétisme,L
M,27,173,66,Athlétisme,L
M,27,172,66,Athlétisme,L
M,27,172,66,Athlétisme,L
F,27,172,66,Athlétisme,G
F,27,172,66,Athlétisme,G
F,27,170,66,Athlétisme,L
F,27,169,66,Athlétisme,L
F,27,167,66,Athlétisme,L
F,27,167,66,Athlétisme,L
M,27,166,66,Athlétisme,L
M,27,166,66,Athlétisme,L
F,27,164,66,Athlétisme,G
M,27,191,67,Athlétisme,L
M,27,189,67,Athlétisme,L
M,27,189,67,Athlétisme,L
M,27,186,67,Athlétisme,L
M,27,186,67,Athlétisme,L
M,27,183,67,Athlétisme,L
M,27,182,67,Athlétisme,L
M,27,180,67,Athlétisme,L
M,27,180,67,Athlétisme,L
M,27,180,67,Athlétisme,L
M,27,180,67,Athlétisme,L
M,27,180,67,Athlétisme,L
M,27,180,67,Athlétisme,L
M,27,180,67,Athlétisme,L
M,27,180,67,Athlétisme,L
M,27,179,67,Athlétisme,L
M,27,179,67,Athlétisme,L
M,27,179,67,Athlétisme,L
M,27,179,67,Athlétisme,L
M,27,178,67,Athlétisme,L
F,27,178,67,Athlétisme,L
M,27,178,67,Athlétisme,L
M,27,177,67,Athlétisme,L
M,27,176,67,Athlétisme,L
M,27,176,67,Athlétisme,L
M,27,176,67,Athlétisme,L
M,27,176,67,Athlétisme,L
M,27,176,67,Athlétisme,L
M,27,176,67,Athlétisme,L
M,27,176,67,Athlétisme,L
F,27,176,67,Athlétisme,L
M,27,175,67,Athlétisme,L
F,27,175,67,Athlétisme,L
F,27,175,67,Athlétisme,L
M,27,175,67,Athlétisme,L
M,27,174,67,Athlétisme,L
M,27,174,67,Athlétisme,L
M,27,174,67,Athlétisme,L
M,27,174,67,Athlétisme,L
M,27,174,67,Athlétisme,G
M,27,173,67,Athlétisme,L
M,27,173,67,Athlétisme,L
M,27,172,67,Athlétisme,L
M,27,171,67,Athlétisme,L
M,27,170,67,Athlétisme,L
M,27,170,67,Athlétisme,L
M,27,170,67,Athlétisme,L
M,27,170,67,Athlétisme,L
M,27,169,67,Athlétisme,L
M,27,169,67,Athlétisme,L
M,27,167,67,Athlétisme,L
F,27,167,67,Athlétisme,L
M,27,165,67,Athlétisme,L
F,27,165,67,Athlétisme,L
M,27,190,68,Athlétisme,L
M,27,189,68,Athlétisme,L
M,27,188,68,Athlétisme,L
M,27,187,68,Athlétisme,L
F,27,186,68,Athlétisme,L
M,27,185,68,Athlétisme,L
M,27,185,68,Athlétisme,L
M,27,185,68,Athlétisme,L
M,27,185,68,Athlétisme,L
M,27,184,68,Athlétisme,L
M,27,184,68,Athlétisme,L
M,27,183,68,Athlétisme,L
M,27,182,68,Athlétisme,L
F,27,182,68,Athlétisme,G
M,27,182,68,Athlétisme,L
F,27,181,68,Athlétisme,G
M,27,181,68,Athlétisme,L
M,27,181,68,Athlétisme,L
M,27,180,68,Athlétisme,L
M,27,180,68,Athlétisme,L
M,27,180,68,Athlétisme,L
M,27,180,68,Athlétisme,L
M,27,180,68,Athlétisme,L
M,27,180,68,Athlétisme,L
M,27,179,68,Athlétisme,L
M,27,179,68,Athlétisme,L
M,27,179,68,Athlétisme,L
M,27,179,68,Athlétisme,L
F,27,179,68,Athlétisme,L
M,27,179,68,Athlétisme,L
F,27,178,68,Athlétisme,L
M,27,178,68,Athlétisme,L
M,27,178,68,Athlétisme,L
F,27,178,68,Athlétisme,L
M,27,178,68,Athlétisme,L
M,27,178,68,Athlétisme,L
M,27,178,68,Athlétisme,L
M,27,178,68,Athlétisme,L
M,27,178,68,Athlétisme,L
M,27,177,68,Athlétisme,L
M,27,177,68,Athlétisme,L
M,27,177,68,Athlétisme,L
M,27,177,68,Athlétisme,L
M,27,177,68,Athlétisme,L
M,27,177,68,Athlétisme,L
M,27,176,68,Athlétisme,L
M,27,176,68,Athlétisme,L
M,27,176,68,Athlétisme,L
M,27,176,68,Athlétisme,L
M,27,176,68,Athlétisme,L
M,27,176,68,Athlétisme,L
M,27,175,68,Athlétisme,L
M,27,175,68,Athlétisme,L
F,27,175,68,Athlétisme,G
M,27,175,68,Athlétisme,L
M,27,175,68,Athlétisme,L
F,27,175,68,Athlétisme,L
M,27,175,68,Athlétisme,G
M,27,175,68,Athlétisme,G
M,27,175,68,Athlétisme,L
M,27,175,68,Athlétisme,G
M,27,175,68,Athlétisme,L
M,27,175,68,Athlétisme,L
M,27,174,68,Athlétisme,L
M,27,174,68,Athlétisme,L
M,27,174,68,Athlétisme,L
F,27,173,68,Athlétisme,L
M,27,173,68,Athlétisme,L
F,27,173,68,Athlétisme,L
M,27,173,68,Athlétisme,L
M,27,173,68,Athlétisme,L
M,27,173,68,Athlétisme,L
M,27,173,68,Athlétisme,L
M,27,173,68,Athlétisme,L
M,27,173,68,Athlétisme,L
M,27,172,68,Athlétisme,L
M,27,172,68,Athlétisme,L
M,27,172,68,Athlétisme,L
M,27,172,68,Athlétisme,G
M,27,172,68,Athlétisme,G
M,27,172,68,Athlétisme,L
F,27,171,68,Athlétisme,G
F,27,171,68,Athlétisme,L
F,27,171,68,Athlétisme,L
M,27,170,68,Athlétisme,L
M,27,170,68,Athlétisme,L
M,27,170,68,Athlétisme,L
M,27,170,68,Athlétisme,L
M,27,168,68,Athlétisme,G
M,27,168,68,Athlétisme,L
F,27,168,68,Athlétisme,G
M,27,167,68,Athlétisme,L
M,27,167,68,Athlétisme,L
F,27,188,69,Athlétisme,L
M,27,188,69,Athlétisme,L
M,27,186,69,Athlétisme,L
M,27,186,69,Athlétisme,L
M,27,185,69,Athlétisme,L
M,27,185,69,Athlétisme,L
M,27,185,69,Athlétisme,L
M,27,184,69,Athlétisme,L
M,27,184,69,Athlétisme,L
M,27,184,69,Athlétisme,L
M,27,184,69,Athlétisme,L
M,27,184,69,Athlétisme,L
M,27,183,69,Athlétisme,L
M,27,182,69,Athlétisme,L
M,27,181,69,Athlétisme,L
M,27,181,69,Athlétisme,L
M,27,180,69,Athlétisme,L
M,27,178,69,Athlétisme,L
M,27,178,69,Athlétisme,L
M,27,178,69,Athlétisme,L
M,27,178,69,Athlétisme,L
M,27,178,69,Athlétisme,G
M,27,178,69,Athlétisme,L
M,27,177,69,Athlétisme,L
M,27,177,69,Athlétisme,L
M,27,176,69,Athlétisme,L
M,27,176,69,Athlétisme,L
M,27,176,69,Athlétisme,L
M,27,175,69,Athlétisme,L
M,27,175,69,Athlétisme,L
F,27,175,69,Athlétisme,L
M,27,173,69,Athlétisme,L
M,27,173,69,Athlétisme,L
M,27,173,69,Athlétisme,L
M,27,171,69,Athlétisme,L
M,27,171,69,Athlétisme,L
M,27,171,69,Athlétisme,L
M,27,171,69,Athlétisme,L
M,27,170,69,Athlétisme,L
M,27,170,69,Athlétisme,L
F,27,165,69,Athlétisme,L
F,27,165,69,Athlétisme,G
F,27,165,69,Athlétisme,G
M,27,190,70,Athlétisme,L
M,27,190,70,Athlétisme,L
M,27,189,70,Athlétisme,L
M,27,189,70,Athlétisme,L
M,27,188,70,Athlétisme,L
M,27,187,70,Athlétisme,L
F,27,186,70,Athlétisme,L
M,27,186,70,Athlétisme,L
M,27,186,70,Athlétisme,L
M,27,186,70,Athlétisme,L
M,27,185,70,Athlétisme,L
M,27,185,70,Athlétisme,L
M,27,184,70,Athlétisme,L
M,27,183,70,Athlétisme,L
M,27,183,70,Athlétisme,L
M,27,183,70,Athlétisme,L
M,27,183,70,Athlétisme,G
M,27,183,70,Athlétisme,L
M,27,183,70,Athlétisme,L
M,27,183,70,Athlétisme,L
M,27,183,70,Athlétisme,L
M,27,182,70,Athlétisme,L
M,27,182,70,Athlétisme,L
M,27,182,70,Athlétisme,L
M,27,181,70,Athlétisme,L
M,27,181,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,G
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,G
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,G
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,180,70,Athlétisme,L
M,27,179,70,Athlétisme,L
M,27,179,70,Athlétisme,L
M,27,179,70,Athlétisme,L
M,27,179,70,Athlétisme,L
M,27,179,70,Athlétisme,L
M,27,179,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
F,27,178,70,Athlétisme,G
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
M,27,178,70,Athlétisme,L
F,27,178,70,Athlétisme,L
F,27,178,70,Athlétisme,L
F,27,177,70,Athlétisme,L
F,27,176,70,Athlétisme,L
M,27,176,70,Athlétisme,L
M,27,176,70,Athlétisme,L
F,27,176,70,Athlétisme,G
M,27,175,70,Athlétisme,L
M,27,175,70,Athlétisme,L
M,27,175,70,Athlétisme,L
F,27,175,70,Athlétisme,L
F,27,175,70,Athlétisme,L
M,27,175,70,Athlétisme,L
M,27,175,70,Athlétisme,L
M,27,175,70,Athlétisme,L
M,27,175,70,Athlétisme,L
M,27,175,70,Athlétisme,L
F,27,175,70,Athlétisme,L
M,27,175,70,Athlétisme,L
F,27,174,70,Athlétisme,L
F,27,173,70,Athlétisme,L
M,27,173,70,Athlétisme,L
M,27,172,70,Athlétisme,L
M,27,172,70,Athlétisme,L
M,27,172,70,Athlétisme,L
M,27,172,70,Athlétisme,L
M,27,172,70,Athlétisme,L
M,27,172,70,Athlétisme,L
M,27,171,70,Athlétisme,L
M,27,171,70,Athlétisme,L
F,27,171,70,Athlétisme,L
M,27,170,70,Athlétisme,L
M,27,170,70,Athlétisme,L
F,27,168,70,Athlétisme,L
M,27,167,70,Athlétisme,L
M,27,167,70,Athlétisme,L
M,27,165,70,Athlétisme,L
M,27,165,70,Athlétisme,L
M,27,160,70,Athlétisme,L
M,27,190,71,Athlétisme,L
M,27,189,71,Athlétisme,L
M,27,188,71,Athlétisme,L
M,27,188,71,Athlétisme,L
M,27,188,71,Athlétisme,L
M,27,187,71,Athlétisme,L
M,27,186,71,Athlétisme,L
M,27,184,71,Athlétisme,L
M,27,184,71,Athlétisme,L
M,27,183,71,Athlétisme,L
M,27,183,71,Athlétisme,L
M,27,183,71,Athlétisme,L
M,27,182,71,Athlétisme,L
M,27,182,71,Athlétisme,L
F,27,181,71,Athlétisme,L
F,27,181,71,Athlétisme,L
F,27,181,71,Athlétisme,L
M,27,180,71,Athlétisme,L
M,27,180,71,Athlétisme,L
M,27,180,71,Athlétisme,L
M,27,180,71,Athlétisme,G
M,27,178,71,Athlétisme,L
M,27,178,71,Athlétisme,L
M,27,178,71,Athlétisme,L
M,27,177,71,Athlétisme,L
M,27,175,71,Athlétisme,L
M,27,174,71,Athlétisme,L
M,27,174,71,Athlétisme,L
M,27,173,71,Athlétisme,L
M,27,173,71,Athlétisme,L
M,27,173,71,Athlétisme,L
M,27,173,71,Athlétisme,L
M,27,173,71,Athlétisme,L
M,27,172,71,Athlétisme,L
M,27,193,72,Athlétisme,G
M,27,193,72,Athlétisme,L
M,27,192,72,Athlétisme,L
M,27,192,72,Athlétisme,L
M,27,191,72,Athlétisme,L
M,27,190,72,Athlétisme,L
M,27,189,72,Athlétisme,L
M,27,188,72,Athlétisme,L
M,27,188,72,Athlétisme,L
M,27,188,72,Athlétisme,G
M,27,188,72,Athlétisme,L
M,27,187,72,Athlétisme,L
M,27,186,72,Athlétisme,L
M,27,186,72,Athlétisme,L
M,27,186,72,Athlétisme,L
M,27,185,72,Athlétisme,L
F,27,185,72,Athlétisme,G
M,27,185,72,Athlétisme,L
M,27,185,72,Athlétisme,G
M,27,185,72,Athlétisme,G
M,27,185,72,Athlétisme,L
M,27,185,72,Athlétisme,L
M,27,185,72,Athlétisme,L
M,27,184,72,Athlétisme,L
F,27,184,72,Athlétisme,L
M,27,184,72,Athlétisme,L
M,27,184,72,Athlétisme,L
M,27,183,72,Athlétisme,L
M,27,183,72,Athlétisme,G
M,27,183,72,Athlétisme,L
M,27,183,72,Athlétisme,L
M,27,183,72,Athlétisme,L
M,27,183,72,Athlétisme,L
M,27,183,72,Athlétisme,L
M,27,183,72,Athlétisme,L
M,27,182,72,Athlétisme,L
M,27,182,72,Athlétisme,L
M,27,182,72,Athlétisme,L
M,27,182,72,Athlétisme,L
F,27,182,72,Athlétisme,L
M,27,182,72,Athlétisme,L
M,27,181,72,Athlétisme,L
M,27,181,72,Athlétisme,L
M,27,181,72,Athlétisme,L
M,27,181,72,Athlétisme,L
F,27,180,72,Athlétisme,L
M,27,180,72,Athlétisme,L
M,27,179,72,Athlétisme,L
M,27,179,72,Athlétisme,L
M,27,179,72,Athlétisme,L
M,27,178,72,Athlétisme,L
M,27,178,72,Athlétisme,L
F,27,178,72,Athlétisme,G
M,27,177,72,Athlétisme,L
M,27,177,72,Athlétisme,L
F,27,176,72,Athlétisme,L
M,27,176,72,Athlétisme,L
M,27,175,72,Athlétisme,G
M,27,175,72,Athlétisme,G
M,27,175,72,Athlétisme,G
M,27,175,72,Athlétisme,L
M,27,175,72,Athlétisme,L
M,27,175,72,Athlétisme,L
M,27,175,72,Athlétisme,L
M,27,174,72,Athlétisme,L
F,27,174,72,Athlétisme,L
F,27,174,72,Athlétisme,L
M,27,172,72,Athlétisme,L
M,27,172,72,Athlétisme,L
M,27,171,72,Athlétisme,L
M,27,171,72,Athlétisme,L
M,27,195,73,Athlétisme,L
M,27,191,73,Athlétisme,L
M,27,191,73,Athlétisme,L
M,27,190,73,Athlétisme,L
M,27,188,73,Athlétisme,L
M,27,188,73,Athlétisme,L
M,27,187,73,Athlétisme,L
M,27,187,73,Athlétisme,L
M,27,185,73,Athlétisme,L
M,27,185,73,Athlétisme,L
M,27,185,73,Athlétisme,L
M,27,185,73,Athlétisme,L
M,27,184,73,Athlétisme,L
M,27,184,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,L
M,27,183,73,Athlétisme,G
M,27,183,73,Athlétisme,L
M,27,182,73,Athlétisme,L
M,27,182,73,Athlétisme,L
M,27,182,73,Athlétisme,L
M,27,182,73,Athlétisme,L
M,27,182,73,Athlétisme,L
M,27,181,73,Athlétisme,G
F,27,180,73,Athlétisme,L
M,27,180,73,Athlétisme,L
M,27,180,73,Athlétisme,G
M,27,180,73,Athlétisme,L
M,27,180,73,Athlétisme,L
M,27,180,73,Athlétisme,L
M,27,180,73,Athlétisme,L
M,27,179,73,Athlétisme,L
M,27,179,73,Athlétisme,L
M,27,178,73,Athlétisme,L
M,27,178,73,Athlétisme,L
M,27,178,73,Athlétisme,L
M,27,178,73,Athlétisme,G
F,27,178,73,Athlétisme,L
M,27,178,73,Athlétisme,L
M,27,178,73,Athlétisme,G
M,27,178,73,Athlétisme,L
M,27,178,73,Athlétisme,L
M,27,178,73,Athlétisme,L
M,27,178,73,Athlétisme,L
M,27,177,73,Athlétisme,L
M,27,177,73,Athlétisme,L
M,27,177,73,Athlétisme,L
M,27,177,73,Athlétisme,L
M,27,176,73,Athlétisme,L
M,27,176,73,Athlétisme,L
M,27,176,73,Athlétisme,L
M,27,176,73,Athlétisme,L
M,27,175,73,Athlétisme,L
M,27,175,73,Athlétisme,L
M,27,175,73,Athlétisme,L
M,27,175,73,Athlétisme,L
M,27,173,73,Athlétisme,L
F,27,173,73,Athlétisme,L
F,27,172,73,Athlétisme,L
M,27,172,73,Athlétisme,L
M,27,172,73,Athlétisme,L
M,27,168,73,Athlétisme,L
M,27,168,73,Athlétisme,L
M,27,167,73,Athlétisme,L
M,27,167,73,Athlétisme,L
F,27,181,73.5,Athlétisme,L
M,27,196,74,Athlétisme,L
M,27,191,74,Athlétisme,L
M,27,191,74,Athlétisme,L
M,27,187,74,Athlétisme,L
M,27,187,74,Athlétisme,L
M,27,187,74,Athlétisme,L
M,27,185,74,Athlétisme,L
M,27,185,74,Athlétisme,L
M,27,185,74,Athlétisme,L
M,27,185,74,Athlétisme,L
M,27,184,74,Athlétisme,L
M,27,184,74,Athlétisme,L
M,27,184,74,Athlétisme,L
M,27,184,74,Athlétisme,L
M,27,183,74,Athlétisme,L
M,27,183,74,Athlétisme,L
M,27,183,74,Athlétisme,L
M,27,182,74,Athlétisme,G
M,27,181,74,Athlétisme,L
M,27,181,74,Athlétisme,L
M,27,180,74,Athlétisme,L
M,27,180,74,Athlétisme,G
M,27,180,74,Athlétisme,L
M,27,180,74,Athlétisme,G
M,27,180,74,Athlétisme,L
M,27,180,74,Athlétisme,L
M,27,180,74,Athlétisme,L
M,27,180,74,Athlétisme,L
M,27,179,74,Athlétisme,L
M,27,178,74,Athlétisme,L
M,27,178,74,Athlétisme,L
M,27,178,74,Athlétisme,L
M,27,178,74,Athlétisme,L
M,27,178,74,Athlétisme,L
M,27,176,74,Athlétisme,L
M,27,176,74,Athlétisme,L
M,27,175,74,Athlétisme,L
M,27,174,74,Athlétisme,L
M,27,174,74,Athlétisme,L
F,27,174,74,Athlétisme,L
M,27,173,74,Athlétisme,L
M,27,173,74,Athlétisme,L
M,27,172,74,Athlétisme,L
F,27,165,74,Athlétisme,L
F,27,164,74,Athlétisme,L
M,27,198,75,Athlétisme,L
M,27,195,75,Athlétisme,L
M,27,195,75,Athlétisme,L
M,27,190,75,Athlétisme,G
M,27,190,75,Athlétisme,L
M,27,189,75,Athlétisme,L
M,27,188,75,Athlétisme,L
M,27,188,75,Athlétisme,L
M,27,188,75,Athlétisme,L
M,27,188,75,Athlétisme,L
M,27,188,75,Athlétisme,L
M,27,187,75,Athlétisme,L
M,27,186,75,Athlétisme,L
M,27,185,75,Athlétisme,L
M,27,185,75,Athlétisme,G
M,27,185,75,Athlétisme,L
M,27,185,75,Athlétisme,G
M,27,185,75,Athlétisme,L
M,27,185,75,Athlétisme,L
M,27,185,75,Athlétisme,L
M,27,185,75,Athlétisme,G
M,27,184,75,Athlétisme,L
M,27,184,75,Athlétisme,L
M,27,184,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,G
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,183,75,Athlétisme,L
M,27,182,75,Athlétisme,L
M,27,182,75,Athlétisme,L
M,27,182,75,Athlétisme,L
M,27,182,75,Athlétisme,L
M,27,182,75,Athlétisme,G
F,27,182,75,Athlétisme,L
M,27,181,75,Athlétisme,L
M,27,181,75,Athlétisme,L
M,27,181,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,G
F,27,180,75,Athlétisme,L
F,27,180,75,Athlétisme,L
M,27,180,75,Athlétisme,L
M,27,179,75,Athlétisme,L
M,27,178,75,Athlétisme,L
M,27,178,75,Athlétisme,L
M,27,178,75,Athlétisme,G
M,27,178,75,Athlétisme,L
M,27,178,75,Athlétisme,L
M,27,178,75,Athlétisme,L
M,27,177,75,Athlétisme,L
M,27,177,75,Athlétisme,L
M,27,177,75,Athlétisme,L
M,27,175,75,Athlétisme,L
M,27,175,75,Athlétisme,L
M,27,175,75,Athlétisme,L
M,27,175,75,Athlétisme,L
M,27,175,75,Athlétisme,G
F,27,175,75,Athlétisme,L
M,27,175,75,Athlétisme,L
M,27,174,75,Athlétisme,L
F,27,174,75,Athlétisme,L
F,27,174,75,Athlétisme,L
F,27,173,75,Athlétisme,L
F,27,172,75,Athlétisme,L
F,27,172,75,Athlétisme,L
M,27,172,75,Athlétisme,L
F,27,171,75,Athlétisme,L
F,27,171,75,Athlétisme,L
F,27,170,75,Athlétisme,L
M,27,194,76,Athlétisme,L
M,27,190,76,Athlétisme,L
M,27,190,76,Athlétisme,G
M,27,189,76,Athlétisme,L
M,27,189,76,Athlétisme,L
M,27,188,76,Athlétisme,L
M,27,188,76,Athlétisme,L
M,27,188,76,Athlétisme,L
M,27,187,76,Athlétisme,L
M,27,186,76,Athlétisme,L
M,27,186,76,Athlétisme,G
M,27,186,76,Athlétisme,L
M,27,186,76,Athlétisme,L
M,27,186,76,Athlétisme,L
M,27,186,76,Athlétisme,L
M,27,185,76,Athlétisme,L
M,27,185,76,Athlétisme,L
M,27,185,76,Athlétisme,L
M,27,185,76,Athlétisme,G
M,27,185,76,Athlétisme,G
M,27,183,76,Athlétisme,L
M,27,183,76,Athlétisme,L
M,27,181,76,Athlétisme,L
M,27,180,76,Athlétisme,L
M,27,180,76,Athlétisme,L
